CellId,lable,birth Length,Last Length,AverageLength,AverageOrientation,AverageVelocity,LifeHistory,growth rate
64.0,68.0,25.27690469,49.81802508,29.455593272857147,21.418876932261906,-0.01,84.0,0.005
65.0,69.0,34.19023114,33.62642868,33.884489091162784,-83.0363874116279,0.106,43.0,-0.0
66.0,70.0,35.35381745,42.69967429,39.170251205,-75.27044292000001,0.487,10.0,0.013
67.0,71.0,36.79844762,53.05797049,44.005135924375,-55.7722413325,0.119,16.0,0.015
68.0,72.0,47.42720025,49.56825767,49.123527468000006,-30.39454561,0.761,5.0,0.006
69.0,73.0,6.835263821,6.163345377,6.317786521476191,-42.363423937142855,0.08,21.0,-0.003
70.0,74.0,33.27525029,41.97297701,37.01525553380952,54.99170867047621,0.188,21.0,0.007
71.0,75.0,20.47667277,52.08837053,31.96198944916667,-38.14966224361112,0.029,36.0,0.017
72.0,76.0,25.03594671,51.9881015,35.026819697941185,-73.48923024500002,0.091,34.0,0.014
73.0,77.0,34.59752986,49.35101995,40.85988517466667,-13.487856862000001,-0.034,15.0,0.016
74.0,78.0,22.34427327,44.15191521,30.8455001784,-17.3314082944,-0.093,25.0,0.018
75.0,79.0,20.83300313,55.34314159,33.516474237,-68.47364283025,0.159,40.0,0.016
76.0,80.0,19.8537885,45.83924667,28.677347311707315,-51.34819248024391,0.12,41.0,0.014
77.0,81.0,44.08885785,48.88558311,46.582755745714294,-19.24716412,0.468,7.0,0.01
78.0,82.0,34.16397285,62.82708643,40.41260652333333,31.220559396666673,0.404,9.0,0.045
79.0,83.0,21.0556549,39.89048647,30.473070685,23.383667905,2.827,2.0,0.213
80.0,85.0,24.41822224,27.39311951,25.764512201666665,-55.79509532,0.737,6.0,0.013
81.0,86.0,26.27233196,51.68842689,35.43383300366666,-59.72700600233334,0.124,30.0,0.015
82.0,87.0,22.35484967,50.54413126,34.01163028966667,-33.827453860333335,-0.03,30.0,0.018
83.0,88.0,29.5815646,43.15413484,36.156303730625005,-30.7433091575,-0.068,16.0,0.016
84.0,89.0,27.43759448,36.43540055,31.371319593,-33.875095554,0.421,10.0,0.019
85.0,90.0,25.81543198,57.82496743,48.990585800000005,61.654812635000006,2.225,4.0,0.134
86.0,91.0,24.62877596,44.17925348,32.036748591999995,57.5957522644,0.354,25.0,0.016
87.0,92.0,24.31430334,42.0796295,31.733152686666667,35.360947123333325,-0.036,18.0,0.02
88.0,94.0,44.89809667,47.45453471,46.129353689999995,86.04018084333335,0.432,3.0,0.012
89.0,95.0,23.51923683,34.58590216,28.4752937245,40.0306515915,-0.093,20.0,0.013
90.0,96.0,18.19999651,58.84006879,33.649946326829266,-73.08937717073171,0.106,41.0,0.019
91.0,97.0,21.05610386,49.23873531,31.89232364066667,-74.36654721366668,0.138,30.0,0.019
92.0,98.0,20.54547381,87.17130046,38.375467478108106,-26.665622692432432,-0.131,74.0,0.013
93.0,99.0,30.80843377,39.22312723,35.015780500000005,31.962343395,1.869,2.0,0.08
94.0,100.0,18.05196069,19.5511635,18.644186003255818,-71.45362692279069,0.08,43.0,0.001
95.0,102.0,18.23177401,46.31939509,28.316564381351352,-72.53080465054055,0.077,37.0,0.017
96.0,104.0,18.36471898,52.30371274,30.844436686976742,-76.63704958046513,0.102,43.0,0.016
97.0,106.0,24.65342823,45.97390762,33.52435549,75.08970844666666,-0.02,3.0,0.138
98.0,107.0,19.82762571,24.33184183,22.226404,67.23434540777777,-0.09,9.0,0.015
99.0,10.0,6.559305499,6.395291797,6.477298648,-64.74261259,-0.331,2.0,-0.008
100.0,10.0,16.0084355,14.54347932,15.285995912,-17.408679517999996,0.095,5.0,-0.013
101.0,24.0,22.81540944,24.39208505,23.603747245,78.15261353,0.271,2.0,0.022
102.0,24.0,22.12251394,21.64757717,21.798964306666665,-29.42217741,0.944,3.0,-0.005
103.0,29.0,21.91807424,22.43172452,22.246344186904764,77.6854358697619,0.112,42.0,0.0
104.0,35.0,26.96263262,26.13182312,27.42679645153154,13.180372114684689,0.011,111.0,-0.0
105.0,39.0,30.86069401,30.88642878,30.701808735333334,86.41536150533332,0.069,15.0,0.0
106.0,62.0,22.78183105,53.34383318,38.187546417499995,71.10220799999999,2.38,4.0,0.142
107.0,62.0,25.9787345,26.01055459,25.994644545,77.295058895,0.283,2.0,0.0
108.0,69.0,34.20410124,33.62642868,33.877209518571426,-83.05700054428571,0.104,42.0,-0.0
109.0,12.0,18.55856597,44.28817635,38.213906563125,-86.158861539375,0.551,16.0,0.036
110.0,12.0,28.1773033,53.65409446,38.84110904074073,61.0385741637037,-0.169,27.0,0.016
111.0,15.0,19.25917969,31.10027327,28.562283111463408,-81.63265951048781,0.377,41.0,0.008
112.0,15.0,18.75312116,51.58625415,31.305067883589746,57.84476616871796,-0.023,39.0,0.017
113.0,29.0,22.28833308,22.43172452,22.254350770975613,77.65872195804879,0.099,41.0,0.0
114.0,35.0,26.86312404,26.13182312,27.431016122727282,13.191454226000005,0.007,110.0,-0.0
115.0,39.0,30.21364382,30.88642878,30.690459787142856,86.39838879071428,0.053,14.0,0.001
116.0,65.0,20.47894616,19.97348862,20.137272446666667,42.939547516666664,0.928,3.0,-0.006
117.0,65.0,20.73979396,45.99292192,27.449246764999998,51.83658847,-0.561,4.0,0.133
118,62,26.01055459,26.01055459,26.01055459,77.91893033,0.0,1,NaN
119.0,69.0,34.29899248,33.62642868,33.869236549756096,-83.06039918219511,0.09,41.0,-0.0
120.0,83.0,22.20510161,39.6079767,29.22724293041667,7.872024496249999,-0.12,24.0,0.016
121.0,83.0,20.86585885,29.90349679,24.829717693333333,-53.347983347333326,-0.021,15.0,0.016
122.0,99.0,31.91935085,44.27399366,37.88485123866666,24.005283866,0.148,15.0,0.015
123.0,99.0,29.73324352,40.26312926,34.210208138666665,52.053976609999985,-0.133,15.0,0.013
124.0,108.0,20.70568272,27.76957525,24.1747995625,50.12294506625,0.565,8.0,0.024
125.0,29.0,22.27692072,22.43172452,22.25350121325,77.65998323900001,0.051,40.0,0.0
126.0,35.0,26.5412332,26.13182312,27.436226141834865,13.20027252238532,-0.012,109.0,-0.0
127.0,38.0,27.77534428,50.79924768,35.685653376666664,80.71728613666666,2.199,3.0,0.134
128.0,38.0,23.538318,24.03629361,23.787305805000003,57.417689495000005,0.058,2.0,0.007
129.0,58.0,18.1128575,18.45894121,18.285899354999998,68.990431505,-0.01,2.0,0.006
130.0,58.0,21.00385621,46.12082399,29.4484423,80.76074883333332,-1.054,3.0,0.175
131.0,69.0,33.69624645,33.62642868,33.8584926515,-83.0671139435,0.039,40.0,-0.0
132.0,94.0,16.67048985,15.64126782,16.155878835,-85.98819177,0.194,2.0,-0.021
133.0,94.0,27.54162889,43.66459822,36.910478732499996,81.99618173249999,-0.312,4.0,0.077
134.0,111.0,24.3401302,25.68427094,25.444719300000003,15.050382753333333,0.763,3.0,0.012
135.0,106.0,16.2799203,20.51710096,18.440995864999998,-86.13843757,0.12,4.0,0.039
136.0,106.0,27.97774675,25.22641474,26.189010515,73.0444418825,0.177,4.0,-0.017
137.0,29.0,21.43937608,22.43172452,22.252900713076922,77.64230022435898,0.045,39.0,0.001
138.0,35.0,26.43571546,26.13182312,27.444513113518525,13.212512438240742,-0.015,108.0,-0.0
139.0,53.0,19.36783367,29.01910472,23.8815836275,67.3908938925,0.879,4.0,0.067
140.0,53.0,8.630391499,8.8958602,8.7631258495,81.90286595,0.291,2.0,0.01
141.0,69.0,33.66307479,33.62642868,33.86265281051282,-83.07553126461538,0.03,39.0,-0.0
142.0,90.0,27.63284736,39.15175257,31.246994363333332,36.00018675,-1.709,3.0,0.077
143.0,90.0,26.66266866,55.32357142,37.140982677931035,51.184934483103454,-0.251,29.0,0.017
144.0,23.0,34.55547697,34.302518,34.923840292,-46.538483408000005,0.226,5.0,-0.001
145.0,23.0,21.77107297,57.24382225,28.767254393,87.05027694999998,-0.641,10.0,0.064
146.0,35.0,27.46849231,26.13182312,27.45394112897197,13.218657461121495,-0.021,107.0,-0.0
147.0,112.0,6.60498203,5.577318564,5.8189423069999995,-20.54549974175,0.037,32.0,-0.004
148.0,50.0,38.1600479,61.80918202,52.364649717999995,-79.682662654,-0.304,5.0,0.064
149.0,50.0,21.72823675,21.53946426,21.633850504999998,68.3440645,-0.046,2.0,-0.003
150.0,62.0,23.96613755,50.17041421,34.62538052342105,80.58773134157894,0.213,38.0,0.013
151.0,62.0,27.58036189,54.48087192,38.220330275277774,85.36818983111111,0.013,36.0,0.013
152.0,69.0,34.13912897,33.62642868,33.86790486368421,-83.0793393836842,0.022,38.0,-0.0
153.0,72.0,24.08661978,52.11307201,34.55016739516129,-37.2463864132258,0.028,31.0,0.017
154.0,72.0,24.41527159,42.30963961,32.49552056904762,-52.67990092428571,-0.155,21.0,0.017
155.0,6.0,55.71292793,99.07647048,57.6218059540625,81.0730392390625,0.351,32.0,0.012
156.0,6.0,18.90118816,37.36585076,22.98908488857143,52.97359280142857,0.04,14.0,0.032
157.0,10.0,7.220154527,6.931792927,7.009042872333333,-65.37170708000001,0.111,3.0,-0.009
158.0,10.0,15.63668197,14.4450696,15.460823147500001,-45.27052022,-0.105,4.0,-0.013
159.0,35.0,26.99459636,26.13182312,27.453803853679247,13.226886924528303,-0.019,106.0,-0.0
160.0,38.0,27.57229087,52.33705833,39.93233739538462,50.90239718307692,0.264,26.0,0.016
161.0,38.0,24.47871185,49.23777541,34.311406773823535,75.2635881282353,-0.004,34.0,0.014
162.0,43.0,21.81540071,50.48046371,43.303054486,23.789800378000002,1.179,5.0,0.112
163,43,23.66253714,23.66253714,23.66253714,37.05678236,0.0,1,NaN
164.0,58.0,18.96166629,32.4995382,25.3502690955,-49.560484341999995,-0.166,20.0,0.018
165.0,58.0,21.90077811,63.16249425,37.720051718571426,-7.503356642571432,-0.08,35.0,0.02
166.0,65.0,20.18875859,21.01366529,20.60121194,33.576331214999996,0.496,2.0,0.013
167.0,65.0,21.9394199,42.26794796,34.474463635999996,48.592079115999994,-1.173,5.0,0.087
168.0,69.0,33.87964255,33.62642868,33.86057448243243,-83.08637781513512,0.027,37.0,-0.0
169.0,35.0,27.44988536,26.13182312,27.458177258380953,13.236603315714284,-0.025,105.0,-0.0
170.0,69.0,33.37046874,33.62642868,33.86004481388889,-83.07541614055555,0.009,36.0,0.0
171,81,21.96771041,21.96771041,21.96771041,-29.34741852,0.0,1,NaN
172,81,23.55856569,23.55856569,23.55856569,-24.4545192,0.0,1,NaN
173,90,28.12896067,28.12896067,28.12896067,-55.07154413,0.0,1,NaN
174.0,90.0,28.1917623,40.16234072,36.15272705333334,6.0335477599999985,-1.415,3.0,0.079
175.0,94.0,23.22348253,27.98129525,24.912446381000002,62.106712746999996,-0.4,10.0,0.012
176.0,94.0,23.44541052,25.36313867,24.51353055375,78.3105907275,-0.239,8.0,0.007
177.0,114.0,25.95485488,27.10624266,26.6110734,16.27043302,-0.041,3.0,0.01
178.0,9.0,18.77528613,43.61621736,28.487643100857145,49.676411841714284,-0.152,35.0,0.016
179.0,9.0,19.01136755,35.30759575,25.401816308148153,63.01996597148149,-0.01,27.0,0.015
180.0,35.0,27.06642835,26.13182312,27.45825698817308,13.245145809999999,-0.028,104.0,-0.0
181.0,53.0,17.54006114,52.16047417,39.092889358947374,68.98353899736843,0.357,19.0,0.038
182,53,11.75894353,11.75894353,11.75894353,66.49200118,0.0,1,NaN
183.0,69.0,34.25048097,33.62642868,33.874032701714285,-83.045020702,0.004,35.0,-0.0
184.0,115.0,22.42734095,27.53567419,25.48905091583333,57.13535638249999,-0.156,12.0,0.011
185.0,26.0,23.55072364,61.34038872,37.816037327575756,-81.1681904569697,-0.135,33.0,0.019
186.0,26.0,25.42201668,50.99674533,35.680767862799996,-80.09948963320001,0.292,25.0,0.019
187.0,35.0,27.54888242,26.13182312,27.46206114970875,13.251472939805828,-0.03,103.0,-0.0
188.0,69.0,33.92740254,33.62642868,33.862960693823524,-83.04401205323529,-0.002,34.0,-0.0
189.0,82.0,55.37418666,62.82423396,60.22944878333334,-23.39134895333333,0.111,3.0,0.028
190,82,23.41038514,23.41038514,23.41038514,-24.55836726,0.0,1,NaN
191,10,6.927285964,6.927285964,6.927285964,-65.73574191,0.0,1,NaN
192.0,10.0,15.77443243,14.09239651,14.519946835999999,33.381082066,-0.166,5.0,-0.015
193.0,23.0,20.40030206,28.20932157,25.80906641,76.103019395,-0.118,4.0,0.054
194.0,23.0,27.95546544,46.42975615,35.513829367499994,21.841492558499997,0.095,20.0,0.017
195.0,35.0,27.66168082,26.13182312,27.461209960784316,13.262099046274514,-0.018,102.0,-0.0
196.0,50.0,37.31724056,60.5892647,48.95325263,-79.04524768,-1.457,2.0,0.162
197,50,24.22895887,24.22895887,24.22895887,61.67952142,0.0,1,NaN
198.0,69.0,34.39229491,33.62642868,33.861007910606055,-83.0386679451515,0.039,33.0,-0.0
199.0,70.0,19.37028666,46.12154427,29.81944487848485,-55.7298962430303,0.077,33.0,0.018
200.0,70.0,20.5225435,56.88510223,33.421874069210524,-58.62153679736842,0.136,38.0,0.018
201.0,90.0,30.40189272,57.59085293,41.187637674074075,-60.606639553703694,0.013,27.0,0.016
202.0,89.0,16.41191064,16.74965937,16.559974834,-29.725639769999997,-0.47,5.0,0.003
203.0,90.0,30.48558483,61.07975144,41.78355719846154,56.42676274346154,0.062,26.0,0.018
204.0,89.0,14.49213615,35.8433972,23.61788413969697,-39.25001206212122,0.162,33.0,0.018
205.0,108.0,27.02083715,27.99997171,27.356716393333333,59.065167986666665,0.207,3.0,0.008
206.0,108.0,26.18326921,28.69014286,27.944503891666667,60.76285813333333,-0.07,6.0,0.01
207.0,35.0,27.28490282,26.13182312,27.459225100792082,13.269781053465348,-0.014,101.0,-0.0
208.0,43.0,24.67230861,53.69403473,32.262513715,18.1939969775,1.742,4.0,0.13
209.0,43.0,25.42977672,26.92788224,25.883435716666668,44.52023901333333,0.125,3.0,0.013
210.0,65.0,22.32019658,43.27893577,31.166257725624998,29.4558393628125,0.266,32.0,0.014
211.0,65.0,24.11825256,35.14226459,29.124632906666665,38.80600161904763,-0.006,21.0,0.012
212.0,69.0,34.08752172,33.62642868,33.844405191875,-83.06405638875,0.058,32.0,-0.0
213.0,117.0,28.39913293,38.63939365,32.046550986875005,1.8825338561875,0.293,16.0,0.013
214.0,119.0,26.8750768,58.15291954,38.315767038,79.753794192,-0.668,5.0,0.103
215.0,14.0,16.92447349,33.19392239,23.365061694814813,51.6866464874074,0.3,27.0,0.017
216.0,14.0,16.787589,32.94988238,22.736345720322582,52.381415668709685,0.155,31.0,0.015
217.0,35.0,27.37621216,26.13182312,27.460968323600003,13.2780608456,-0.009,100.0,-0.0
218.0,50.0,37.88098627,37.49369,35.590836941627906,-42.217082359767446,-0.04,43.0,-0.0
219.0,50.0,25.3377642,35.18300274,29.269337648666667,59.150175588,0.207,15.0,0.015
220.0,64.0,18.53379456,18.49665691,18.2795573225,59.812541705,-0.32,4.0,-0.0
221.0,64.0,33.71802032,51.86923105,44.151263363333335,76.15870587555555,-0.336,9.0,0.032
222.0,69.0,34.31445541,33.62642868,33.8365627232258,-83.06747203258062,0.078,31.0,-0.0
223,82,60.26426681,60.26426681,60.26426681,-34.98913302,0.0,1,NaN
224,82,23.03901013,23.03901013,23.03901013,40.22483871,0.0,1,NaN
225.0,32.0,26.00287778,33.39658832,31.09671234,1.1814998829999996,-0.063,7.0,0.024
226,32,5.957181957,5.957181957,5.957181957,63.37454219,0.0,1,NaN
227.0,35.0,27.74647741,26.13182312,27.46182444646465,13.291685345858587,-0.016,99.0,-0.0
228.0,50.0,37.32600377,37.49369,35.53630957666667,-41.411827103571426,-0.057,42.0,0.0
229.0,120.0,17.20998021,38.42224571,26.120324051666667,-67.02484848933335,0.051,30.0,0.018
230.0,64.0,18.31020103,18.49665691,18.194811576666666,59.8906864,-0.59,3.0,0.002
231.0,69.0,34.21117986,33.62642868,33.82063296700001,-83.06903809233333,0.059,30.0,-0.0
232.0,121.0,22.9973313,21.48038432,22.57540037,84.07277497166666,-0.318,6.0,-0.008
233,82,58.85424708,58.85424708,58.85424708,62.59557693,0.0,1,NaN
234.0,82.0,23.79899409,25.39716743,24.593548087499997,-23.816894005,-0.484,4.0,0.011
235.0,35.0,28.55287997,26.13182312,27.45891982438776,13.295445538469389,-0.009,98.0,-0.001
236,44,21.08427892,21.08427892,21.08427892,60.56920497,0.0,1,NaN
237.0,44.0,24.3283879,47.84511845,36.086753175,47.41489531,-3.07,2.0,0.225
238.0,50.0,37.32367343,37.49369,35.49265849878049,-40.57130755878049,-0.04,41.0,0.0
239.0,69.0,33.44763521,33.62642868,33.80716583275862,-83.08171653793103,0.087,29.0,0.0
240.0,82.0,24.29926278,55.9542409,35.97232683111111,-13.958352178333335,0.316,9.0,0.062
241,82,51.09315189,51.09315189,51.09315189,46.27879871,0.0,1,NaN
242.0,10.0,7.815412923,7.59614326,7.7057780915,-69.19149175999999,-0.345,2.0,-0.009
243.0,10.0,15.89481373,16.46181669,15.588833889166667,35.62232999,-0.154,12.0,0.002
244.0,23.0,30.25664436,34.63123994,32.123331355714285,76.96701046571427,-0.237,7.0,0.013
245.0,23.0,29.89888915,73.89242777,37.31758859125,82.67517530625,-0.559,8.0,0.075
246.0,28.0,25.90599913,49.74829493,35.544192452000004,-37.976100448,0.097,20.0,0.022
247.0,28.0,24.68209756,49.31201862,37.16855305595238,-32.74423126619048,0.054,42.0,0.011
248.0,43.0,26.4341752,56.95975587,41.696965535000004,20.595721565,3.887,2.0,0.256
249,43,26.66899939,26.66899939,26.66899939,50.25135974,0.0,1,NaN
250.0,50.0,37.34494164,37.49369,35.4468831255,-39.67706919625,-0.015,40.0,0.0
251.0,69.0,33.33323415,33.62642868,33.82000621214286,-83.10309549678571,0.126,28.0,0.0
252.0,77.0,24.65700527,61.93576616,38.857041607878784,-0.5038486359090907,-0.007,33.0,0.019
253.0,77.0,20.43122321,45.02334244,29.776942805161294,-24.631861669677424,-0.064,31.0,0.017
254.0,82.0,23.36053911,53.45778998,30.7172909975,48.2840075075,1.026,4.0,0.138
255.0,82.0,23.0209669,22.53128928,22.916521399999997,41.76629560333334,-0.411,3.0,-0.005
256.0,94.0,18.10675226,49.17979917,35.777818768749995,72.52369773041666,0.364,24.0,0.028
257,94,9.233609469,9.233609469,9.233609469,71.11583587,0.0,1,NaN
258,39,13.61886575,13.61886575,13.61886575,89.67818453,0.0,1,NaN
259.0,39.0,17.16177874,30.58399081,26.018930370000003,85.80346530999999,-1.126,3.0,0.128
260,44,21.63542208,21.63542208,21.63542208,60.74739335,0.0,1,NaN
261.0,44.0,24.52455261,50.55813672,41.696252789999996,48.84575228,-2.168,3.0,0.161
262.0,50.0,37.16312391,37.49369,35.39821495846153,-38.734171102820504,-0.01,39.0,0.0
263.0,123.0,17.59880302,36.16757442,25.909332552222228,-70.55581422296297,-0.044,27.0,0.018
264.0,69.0,33.95153132,33.62642868,33.83803480703703,-83.06962426703704,0.139,27.0,-0.0
265.0,71.0,23.40923312,24.11253541,23.760884265,-62.376025115000004,-0.429,2.0,0.01
266.0,71.0,23.22730697,55.85342752,39.611218455,-54.6004835625,0.006,4.0,0.146
267.0,88.0,19.44912286,19.55756319,19.186975444999998,-26.85376545,-0.284,4.0,0.001
268.0,88.0,46.38047555,48.9395241,48.406705925999994,-29.697791482000003,-0.648,5.0,0.007
269.0,43.0,26.48066897,56.74123512,41.610952045,18.4708819445,3.582,2.0,0.254
270,43,27.99186826,27.99186826,27.99186826,51.21173747,0.0,1,NaN
271.0,50.0,37.26822975,37.49369,35.35176998605263,-37.74095531026315,0.015,38.0,0.0
272.0,69.0,33.77775781,33.62642868,33.83366955653846,-83.05369740192307,0.183,26.0,-0.0
273.0,83.0,19.13019891,35.69957314,30.46292238833333,-56.977233378333324,-0.177,6.0,0.069
274,83,11.34354679,11.34354679,11.34354679,81.50769701,0.0,1,NaN
275.0,94.0,19.70309099,13.62155378,16.662322385,63.5352975,-0.735,2.0,-0.123
276.0,94.0,8.5461219,49.99968728,35.54758265615384,68.7599708803846,-0.055,26.0,0.045
277.0,99.0,20.83068566,54.25642037,33.87786196388889,15.765971773888891,0.103,36.0,0.018
278.0,99.0,17.94382932,42.32163172,26.618951210606063,20.6927623130303,0.103,33.0,0.017
279.0,99.0,19.99635508,37.95322009,27.35292129230769,63.71363682615385,0.447,26.0,0.016
280.0,99.0,18.9986954,33.05439744,25.317033874615387,50.38687566038462,0.085,26.0,0.014
281,124,60.83421783,60.83421783,60.83421783,73.67349642,0.0,1,NaN
282.0,125.0,30.31708666,31.7332565,31.124308443333334,62.766062680000005,0.386,3.0,0.01
283.0,1.0,19.81331561,46.13914915,28.909560942622953,-44.85669266327869,0.238,61.0,0.009
284.0,1.0,18.83683606,77.45149058,37.971270884999996,68.79222092555557,0.127,36.0,0.026
285,12,20.22999143,20.22999143,20.22999143,-84.23248028,0.0,1,NaN
286.0,12.0,19.24110263,44.87182871,38.221266512499994,-43.8024094625,1.431,4.0,0.141
287,45,23.94388684,23.94388684,23.94388684,69.8634287,0.0,1,NaN
288.0,45.0,25.07468375,54.748218,39.911450875,56.875483035,-2.64,2.0,0.26
289.0,50.0,37.29502415,37.49369,35.29997377621621,-36.69825759,0.018,37.0,0.0
290.0,69.0,33.87360342,33.62642868,33.835906026400004,-83.04983886,0.197,25.0,-0.0
291.0,92.0,17.33886422,49.16240956,30.535859455294116,-3.458229985588236,0.147,34.0,0.02
292.0,92.0,20.59642962,40.34197992,29.1300371916,-15.477980572000002,0.352,25.0,0.018
293.0,124.0,29.7635851,38.83463574,33.68482104153846,-60.70669727,0.337,13.0,0.014
294,124,28.43058689,28.43058689,28.43058689,63.03524524,0.0,1,NaN
