TimeStep,CellId,Center_X,Center_Y,Major_axis,label,parent,daughter1,daughter2,checked,InstantaneousGrowthRate,InstantaneousVelocity
17,4,144.789245605469,64.7960739135742,20.6290454864502,1,3,18,19,True,0.031,-0.383
17,7,153.738006591797,77.1611022949219,23.6437206268311,1,2,12,13,True,-0.007,-0.671
17,6,126.852836608887,71.4319076538086,27.5974006652832,1,2,8,9,True,0.036,-1.833
18,5,118.259857177734,58.8619728088379,29.9697322845459,1,3,10,11,True,0.035,0.061
18,4,145.584732055664,61.5280876159668,23.43337059021,1,3,18,19,True,0.021,-0.989
18,7,153.842269897461,74.6744232177734,23.0115299224854,1,2,12,13,True,0.035,-1.629
18,6,124.637588500977,69.7606964111328,30.8522319793701,1,2,8,9,True,0.02,0.967
19,5,118.14990234375,59.2854766845703,33.1639022827148,1,3,10,11,True,0.069,-1.364
19,4,144.124420166016,61.1737976074219,25.3315773010254,1,3,18,19,True,-0.012,-2.806
19,7,151.631057739258,73.6354217529297,26.1184101104736,1,2,12,13,True,0.017,-0.185
19,6,125.596809387207,71.014030456543,32.6169967651367,1,2,8,9,True,,
20,5,115.515838623047,59.9448051452637,39.3497428894043,1,3,10,11,True,0.019,-0.013
20,4,140.02880859375,60.0460395812988,24.2858200073242,1,3,18,19,True,0.013,-0.288
20,7,151.13117980957,74.0276489257812,27.6257858276367,1,2,12,13,True,0.006,0.6
20,9,114.569541931152,68.2578277587891,22.062671661377,1,6,14,15,True,0.006,-0.588
20,8,132.480728149414,75.0415649414062,15.9993476867676,1,6,0,0,False,,
21,5,115.56867980957,59.7998847961426,41.0591583251953,1,3,10,11,True,,
21,4,140.096206665039,58.7803688049316,25.4518661499023,1,3,18,19,True,0.034,-0.481
21,7,152.584625244141,73.0905456542969,28.1364650726318,1,2,12,13,True,,
21,9,114.007781982422,67.4766387939453,22.5606575012207,1,6,14,15,True,0.033,0.136
22,11,104.533935546875,58.6861839294434,26.9275321960449,1,5,0,0,False,-0.103,-3.018
22,10,126.847328186035,62.1305923461914,18.1150074005127,1,5,0,0,False,,
22,4,139.308395385742,58.7937316894531,28.4820899963379,1,3,18,19,True,0.015,0.267
22,13,158.151947021484,71.9755935668945,3.24227166175842,1,7,0,0,False,,
22,12,151.014297485352,72.4344329833984,24.2451992034912,1,7,16,17,True,-0.025,-3.092
22,9,114.003410339355,67.8825531005859,25.4862861633301,1,6,14,15,True,-0.01,-0.225
23,11,101.74543762207,54.3552017211914,17.6406898498535,1,5,0,0,False,,
23,4,139.063201904297,60.3825454711914,29.8037872314453,1,3,18,19,True,0.029,-1.034
23,12,146.772125244141,70.5526657104492,22.0287075042725,1,7,16,17,True,0.039,-0.205
23,9,113.70516204834,67.7243270874023,24.5552158355713,1,6,14,15,True,,
24,4,137.737823486328,59.5402030944824,32.3866386413574,1,3,18,19,True,-0.023,-1.69
24,12,146.137298583984,71.1572799682617,25.5609226226807,1,7,16,17,True,0.012,1.105
24,15,110.733840942383,69.5690460205078,27.4315757751465,1,9,28,29,True,0.008,-0.884
24,14,,,,1,9,0,0,False,,
25,4,135.458541870117,58.4225311279297,30.3414478302002,1,3,18,19,True,0.009,-2.548
25,12,147.402954101562,72.3411483764648,26.6318855285645,1,7,16,17,True,,
25,15,109.131187438965,69.6208343505859,28.1607398986816,1,9,28,29,True,0.021,-1.148
25,14,,,,1,9,0,0,False,,
26,4,131.733062744141,57.4067420959473,31.1203899383545,1,3,18,19,True,,
26,17,147.790390014648,74.3997192382812,34.2337074279785,1,12,22,23,True,-0.022,-1.643
26,16,151.309188842773,76.6532592773438,26.4076080322266,1,12,0,0,False,-0.006,-0.306
26,15,109.901206970215,65.0822677612305,30.0881786346436,1,9,28,29,True,0.083,-2.16
26,14,,,,1,9,0,0,False,,
27,19,138.011657714844,59.0471153259277,8.08106803894043,1,4,0,0,False,,
27,18,124.624588012695,51.4866943359375,20.5191078186035,1,4,20,21,True,,
27,17,146.175033569336,72.114631652832,32.279426574707,1,12,22,23,True,,
27,16,151.262237548828,75.7270965576172,25.8310089111328,1,12,0,0,False,-0.054,-0.179
27,15,106.537582397461,64.3945159912109,37.5807228088379,1,9,28,29,True,0.026,-0.801
27,14,,,,1,9,0,0,False,,
28,21,117.408226013184,47.4762916564941,14.7458305358887,1,18,0,0,False,0.102,2.945
28,20,130.879486083984,57.5939483642578,8.26889324188232,1,18,0,0,False,0.0,0.0
28,23,131.108749389648,61.1906661987305,6.97579193115234,1,17,0,0,False,,
28,22,144.868438720703,70.8916397094727,25.220817565918,1,17,24,25,True,,
28,16,151.231552124023,75.1876907348633,20.9340019226074,1,12,0,0,False,,
28,15,105.344032287598,64.0462341308594,39.9019165039062,1,9,28,29,True,0.054,0.256
28,14,,,,1,9,0,0,False,,
29,21,122.17310333252,47.4413604736328,23.9245338439941,1,18,0,0,False,0.039,-1.275
29,20,130.879486083984,57.5939483642578,8.26889324188232,1,18,0,0,False,0.0,0.0
29,25,142.646606445312,70.1352233886719,15.7232713699341,1,22,26,27,True,,
29,24,132.792419433594,61.0083045959473,9.60812568664551,1,22,0,0,False,0.0,0.0
29,15,106.105545043945,63.5280876159668,44.7290725708008,1,9,28,29,True,,
29,14,,,,1,9,0,0,False,,
30,21,120.769477844238,45.7606239318848,27.4438304901123,1,18,0,0,False,0.02,-0.574
30,20,130.879486083984,57.5939483642578,8.26889324188232,1,18,0,0,False,0.0,0.0
30,27,147.401077270508,69.7935028076172,10.5459957122803,1,25,0,0,False,,
30,26,129.713180541992,60.9541969299316,13.7806634902954,1,25,0,0,False,,
30,24,132.792419433594,61.0083045959473,9.60812568664551,1,22,0,0,False,0.0,0.0
30,29,96.8666000366211,62.9265670776367,26.4774646759033,1,15,0,0,False,-0.001,-0.883
30,28,119.574913024902,65.573844909668,24.4398250579834,1,15,30,31,True,,
30,14,,,,1,9,0,0,False,,
31,21,120.709449768066,43.4364318847656,29.2338066101074,1,18,0,0,False,,
31,20,130.879486083984,57.5939483642578,8.26889324188232,1,18,0,0,False,,
31,24,132.792419433594,61.0083045959473,9.60812568664551,1,22,0,0,False,,
31,29,96.2510528564453,61.4363822937012,26.4294300079346,1,15,0,0,False,,
31,31,126.44605255127,70.0956039428711,14.571457862854,1,28,0,0,False,,
31,30,115.878265380859,61.5375480651855,15.2094440460205,1,28,0,0,False,,
31,14,,,,1,9,0,0,False,,
